CustomerID,CustomerName,Email,Country,Region,JoinDate,CustomerTier,LifetimeSpend
CUST001490,Customer 1490,customer1490@email.com,Australia,South,28/01/2024,Platinum,238.52
CUST001491,Customer 1491,customer1491@email.com,Germany,East,04/11/2020,Gold,1717.34
CUST001492,Customer 1492,customer1492@email.com,France,Central,13/07/2020,Platinum,209.65
CUST001493,Customer 1493,customer1493@email.com,Canada,Central,14/07/2022,Bronze,1612.37
CUST001494,Customer 1494,customer1494@email.com,Japan,East,21/08/2026,Bronze,2731.41
CUST001495,Customer 1495,customer1495@email.com,India,West,09/05/2026,Silver,721.92
CUST001496,Customer 1496,customer1496@email.com,Canada,East,23/11/2023,Gold,2085.45
CUST001497,Customer 1497,customer1497@email.com,Japan,South,08/11/2024,Platinum,521.45
CUST001498,Customer 1498,customer1498@email.com,France,Central,05/07/2024,Platinum,250.24
CUST001499,Customer 1499,customer1499@email.com,UK,North,20/02/2026,Silver,387.23
CUST001500,Customer 1500,customer1500@email.com,India,South,20/06/2026,Platinum,550.16
CUST001501,Customer 1501,customer1501@email.com,Australia,Central,02/01/2023,Bronze,137.94
CUST001502,Customer 1502,customer1502@email.com,Germany,East,09/11/2025,Platinum,586.88
CUST001503,Customer 1503,customer1503@email.com,Germany,South,28/08/2021,Gold,2086.36
CUST001504,Customer 1504,customer1504@email.com,Australia,East,18/11/2024,Bronze,205.43
CUST001505,Customer 1505,customer1505@email.com,Australia,East,13/04/2022,Gold,886.54
CUST001506,Customer 1506,customer1506@email.com,France,Central,19/10/2021,Silver,1292.43
CUST001507,Customer 1507,customer1507@email.com,Germany,North,20/07/2024,Silver,1538.54
CUST001508,Customer 1508,customer1508@email.com,USA,South,25/02/2022,Gold,1711.14
CUST001509,Customer 1509,customer1509@email.com,India,Central,16/03/2025,Platinum,468.51
CUST001510,Customer 1510,customer1510@email.com,USA,South,24/09/2024,Silver,1992.87
CUST001511,Customer 1511,customer1511@email.com,UK,North,22/01/2023,Gold,807.99
CUST001512,Customer 1512,customer1512@email.com,UK,North,11/02/2023,Platinum,188.17
CUST001513,Customer 1513,customer1513@email.com,USA,North,22/03/2020,Gold,423.99
CUST001514,Customer 1514,customer1514@email.com,France,North,30/09/2026,Platinum,733.51
CUST001515,Customer 1515,customer1515@email.com,Canada,West,28/01/2024,Silver,242.07
CUST001516,Customer 1516,customer1516@email.com,Canada,Central,24/08/2022,Bronze,611.68
CUST001517,Customer 1517,customer1517@email.com,France,West,07/11/2025,Bronze,649.21
CUST001518,Customer 1518,customer1518@email.com,Canada,East,02/09/2022,Gold,188.79
CUST001519,Customer 1519,customer1519@email.com,Australia,South,21/07/2026,Platinum,516.3
CUST001520,Customer 1520,customer1520@email.com,UK,North,11/06/2022,Silver,838.39
CUST001521,Customer 1521,customer1521@email.com,France,West,26/05/2022,Platinum,445.47
CUST001522,Customer 1522,customer1522@email.com,USA,West,07/11/2022,Gold,106.09
CUST001523,Customer 1523,customer1523@email.com,Japan,Central,07/04/2021,Platinum,104.54
CUST001524,Customer 1524,customer1524@email.com,Germany,East,29/04/2025,Silver,320.83
CUST001525,Customer 1525,customer1525@email.com,India,East,26/01/2024,Gold,1403.16
CUST001526,Customer 1526,customer1526@email.com,USA,North,27/03/2020,Silver,229.82
CUST001527,Customer 1527,customer1527@email.com,Australia,East,02/11/2022,Gold,603.06
CUST001528,Customer 1528,customer1528@email.com,Germany,West,14/05/2021,Platinum,225.56
CUST001529,Customer 1529,customer1529@email.com,Australia,East,02/02/2020,Gold,294.06
CUST001530,Customer 1530,customer1530@email.com,Germany,East,04/01/2021,Silver,1042.08
CUST001531,Customer 1531,customer1531@email.com,India,East,18/10/2021,Platinum,752.56
CUST001532,Customer 1532,customer1532@email.com,France,North,18/05/2020,Platinum,150.13
CUST001533,Customer 1533,customer1533@email.com,Australia,East,13/04/2025,Platinum,379.92
CUST001534,Customer 1534,customer1534@email.com,UK,East,15/02/2021,Bronze,114.8
CUST001535,Customer 1535,customer1535@email.com,Australia,Central,12/12/2023,Gold,427.82
CUST001536,Customer 1536,customer1536@email.com,USA,North,30/01/2025,Silver,643
CUST001537,Customer 1537,customer1537@email.com,UK,North,21/12/2024,Platinum,163.07
CUST001538,Customer 1538,customer1538@email.com,France,East,30/03/2022,Bronze,270.46
CUST001539,Customer 1539,customer1539@email.com,UK,South,29/03/2021,Silver,353.61
CUST001540,Customer 1540,customer1540@email.com,Australia,East,30/08/2026,Platinum,1359.94
CUST001541,Customer 1541,customer1541@email.com,UK,East,13/05/2025,Silver,2599.48
CUST001542,Customer 1542,customer1542@email.com,Japan,East,26/08/2026,Silver,122.98
CUST001543,Customer 1543,customer1543@email.com,Australia,East,11/12/2020,Silver,815.66
CUST001544,Customer 1544,customer1544@email.com,Australia,Central,30/05/2024,Silver,332.39
CUST001545,Customer 1545,customer1545@email.com,USA,Central,25/03/2020,Silver,349.17
CUST001546,Customer 1546,customer1546@email.com,India,South,30/12/2020,Gold,801.75
CUST001547,Customer 1547,customer1547@email.com,USA,West,22/11/2021,Platinum,1353.12
CUST001548,Customer 1548,customer1548@email.com,France,South,25/09/2026,Bronze,1607.24
CUST001549,Customer 1549,customer1549@email.com,UK,Central,16/02/2024,Bronze,530.34
CUST001550,Customer 1550,customer1550@email.com,Australia,West,27/02/2020,Platinum,320.9
CUST001551,Customer 1551,customer1551@email.com,Germany,South,30/04/2021,Silver,874.52
CUST001552,Customer 1552,customer1552@email.com,France,West,26/12/2022,Platinum,244.51
CUST001553,Customer 1553,customer1553@email.com,Australia,South,17/06/2021,Silver,515.14
CUST001554,Customer 1554,customer1554@email.com,Germany,West,05/03/2023,Silver,322.03
CUST001555,Customer 1555,customer1555@email.com,UK,North,31/07/2024,Gold,634.47
CUST001556,Customer 1556,customer1556@email.com,Germany,Central,08/12/2022,Platinum,237.48
CUST001557,Customer 1557,customer1557@email.com,Japan,Central,14/10/2022,Platinum,206.34
CUST001558,Customer 1558,customer1558@email.com,USA,West,17/12/2020,Silver,1351.98
CUST001559,Customer 1559,customer1559@email.com,Australia,South,17/08/2023,Platinum,153.68
CUST001560,Customer 1560,customer1560@email.com,France,North,29/09/2024,Bronze,452.57
CUST001561,Customer 1561,customer1561@email.com,USA,North,31/03/2026,Gold,224.78
CUST001562,Customer 1562,customer1562@email.com,India,East,19/08/2022,Bronze,119.85
CUST001563,Customer 1563,customer1563@email.com,France,Central,22/01/2020,Platinum,118.34
CUST001564,Customer 1564,customer1564@email.com,Australia,East,24/05/2023,Silver,196.32
CUST001565,Customer 1565,customer1565@email.com,USA,Central,10/04/2026,Silver,1107.84
CUST001566,Customer 1566,customer1566@email.com,UK,Central,02/12/2022,Platinum,265.98
CUST001567,Customer 1567,customer1567@email.com,India,South,21/10/2023,Bronze,1602.48
CUST001568,Customer 1568,customer1568@email.com,Australia,South,23/07/2023,Gold,535.69
CUST001569,Customer 1569,customer1569@email.com,Japan,North,23/04/2021,Silver,386.9
CUST001570,Customer 1570,customer1570@email.com,France,East,06/08/2025,Platinum,533.86
CUST001571,Customer 1571,customer1571@email.com,France,Central,04/03/2023,Gold,463.56
CUST001572,Customer 1572,customer1572@email.com,Japan,West,18/10/2025,Silver,811.02
CUST001573,Customer 1573,customer1573@email.com,India,South,16/07/2023,Platinum,265.99
CUST001574,Customer 1574,customer1574@email.com,Germany,South,05/08/2020,Bronze,317.74
CUST001575,Customer 1575,customer1575@email.com,UK,North,30/07/2022,Platinum,1222.6
CUST001576,Customer 1576,customer1576@email.com,UK,West,01/12/2022,Platinum,1563.63
CUST001577,Customer 1577,customer1577@email.com,India,North,20/04/2021,Platinum,1215.4
CUST001578,Customer 1578,customer1578@email.com,India,West,31/12/2023,Platinum,371.89
CUST001579,Customer 1579,customer1579@email.com,UK,North,05/04/2021,Gold,857.9
CUST001580,Customer 1580,customer1580@email.com,Germany,East,18/01/2021,Silver,423.45
CUST001581,Customer 1581,customer1581@email.com,France,Central,20/11/2021,Silver,444.12
CUST001582,Customer 1582,customer1582@email.com,USA,Central,18/07/2026,Silver,214.51
CUST001583,Customer 1583,customer1583@email.com,Canada,South,01/09/2024,Platinum,547.18
CUST001584,Customer 1584,customer1584@email.com,Japan,North,21/01/2021,Gold,202.98
CUST001585,Customer 1585,customer1585@email.com,Australia,East,14/05/2021,Bronze,301.41
CUST001586,Customer 1586,customer1586@email.com,UK,North,18/08/2023,Bronze,1065.61
CUST001587,Customer 1587,customer1587@email.com,India,West,28/02/2025,Gold,216.01
CUST001588,Customer 1588,customer1588@email.com,USA,East,30/08/2026,Bronze,136.91
CUST001589,Customer 1589,customer1589@email.com,India,East,24/12/2026,Silver,135.75
CUST001590,Customer 1590,customer1590@email.com,USA,East,15/05/2022,Gold,1513.29
CUST001591,Customer 1591,customer1591@email.com,Canada,Central,15/08/2020,Platinum,453.54
CUST001592,Customer 1592,customer1592@email.com,Australia,East,14/01/2021,Silver,363.32
CUST001593,Customer 1593,customer1593@email.com,Australia,North,10/09/2022,Bronze,932.68
CUST001594,Customer 1594,customer1594@email.com,UK,West,02/05/2022,Platinum,1003.41
CUST001595,Customer 1595,customer1595@email.com,UK,North,13/03/2023,Gold,301.88
CUST001596,Customer 1596,customer1596@email.com,Australia,East,03/07/2025,Silver,691.46
CUST001597,Customer 1597,customer1597@email.com,Canada,East,10/01/2024,Silver,837.28
CUST001598,Customer 1598,customer1598@email.com,India,West,28/06/2025,Platinum,631.6
CUST001599,Customer 1599,customer1599@email.com,Australia,North,04/01/2023,Platinum,182.2
CUST001600,Customer 1600,customer1600@email.com,UK,West,17/02/2024,Platinum,1143.27
CUST001601,Customer 1601,customer1601@email.com,USA,Central,15/01/2021,Gold,487.28
CUST001602,Customer 1602,customer1602@email.com,Germany,South,13/03/2025,Platinum,265.97
CUST001603,Customer 1603,customer1603@email.com,Canada,East,29/11/2025,Platinum,376.89
CUST001604,Customer 1604,customer1604@email.com,Canada,West,26/11/2024,Gold,119.15
CUST001605,Customer 1605,customer1605@email.com,UK,East,31/08/2021,Silver,168.41
CUST001606,Customer 1606,customer1606@email.com,Australia,East,12/11/2025,Bronze,825.25
CUST001607,Customer 1607,customer1607@email.com,Canada,North,06/03/2026,Bronze,100.01
CUST001608,Customer 1608,customer1608@email.com,Australia,West,22/09/2025,Bronze,369.41
CUST001609,Customer 1609,customer1609@email.com,France,East,18/03/2025,Gold,469.61
CUST001610,Customer 1610,customer1610@email.com,Canada,Central,26/07/2026,Bronze,128.09
CUST001611,Customer 1611,customer1611@email.com,India,South,11/04/2021,Silver,1907.41
CUST001612,Customer 1612,customer1612@email.com,USA,North,28/05/2024,Platinum,228.17
CUST001613,Customer 1613,customer1613@email.com,Japan,Central,04/05/2023,Platinum,281.35
CUST001614,Customer 1614,customer1614@email.com,France,East,16/01/2025,Silver,281.16
CUST001615,Customer 1615,customer1615@email.com,UK,North,14/05/2022,Gold,230.95
CUST001616,Customer 1616,customer1616@email.com,Australia,Central,11/03/2021,Bronze,100.74
CUST001617,Customer 1617,customer1617@email.com,Australia,North,24/01/2020,Bronze,753.45
CUST001618,Customer 1618,customer1618@email.com,India,West,04/12/2021,Platinum,1803.29
CUST001619,Customer 1619,customer1619@email.com,India,East,01/10/2026,Gold,226.99
CUST001620,Customer 1620,customer1620@email.com,France,North,05/06/2024,Silver,643.91
CUST001621,Customer 1621,customer1621@email.com,USA,South,07/07/2021,Bronze,777.2
CUST001622,Customer 1622,customer1622@email.com,Germany,North,06/03/2020,Silver,1043.34
CUST001623,Customer 1623,customer1623@email.com,UK,South,24/05/2025,Platinum,374.64
CUST001624,Customer 1624,customer1624@email.com,Germany,North,15/01/2026,Gold,280.44
CUST001625,Customer 1625,customer1625@email.com,UK,West,13/03/2025,Platinum,296.74
CUST001626,Customer 1626,customer1626@email.com,Canada,South,30/03/2020,Silver,723.48
CUST001627,Customer 1627,customer1627@email.com,India,West,28/12/2024,Bronze,948.53
CUST001628,Customer 1628,customer1628@email.com,Germany,South,15/01/2025,Gold,200.21
CUST001629,Customer 1629,customer1629@email.com,Australia,North,21/05/2026,Gold,331.77
CUST001630,Customer 1630,customer1630@email.com,Canada,West,02/02/2020,Platinum,1261.09
CUST001631,Customer 1631,customer1631@email.com,France,North,23/07/2025,Platinum,921.74
CUST001632,Customer 1632,customer1632@email.com,India,Central,25/06/2024,Platinum,2195.15
CUST001633,Customer 1633,customer1633@email.com,USA,Central,07/08/2022,Bronze,801.72
CUST001634,Customer 1634,customer1634@email.com,Japan,Central,24/09/2024,Bronze,349.77
CUST001635,Customer 1635,customer1635@email.com,Australia,West,02/01/2023,Bronze,546.58
CUST001636,Customer 1636,customer1636@email.com,Japan,West,19/07/2025,Platinum,640.9
CUST001637,Customer 1637,customer1637@email.com,UK,East,26/03/2020,Silver,140.85
CUST001638,Customer 1638,customer1638@email.com,Japan,West,06/04/2025,Silver,493.18
CUST001639,Customer 1639,customer1639@email.com,Germany,Central,10/09/2025,Gold,717.77
CUST001640,Customer 1640,customer1640@email.com,India,South,02/10/2026,Gold,191.55
CUST001641,Customer 1641,customer1641@email.com,Australia,East,17/05/2024,Platinum,858.5
CUST001642,Customer 1642,customer1642@email.com,Germany,East,25/10/2021,Bronze,538.26
CUST001643,Customer 1643,customer1643@email.com,UK,South,31/05/2025,Silver,1620.59
CUST001644,Customer 1644,customer1644@email.com,India,North,02/10/2021,Platinum,121.67
CUST001645,Customer 1645,customer1645@email.com,France,South,15/07/2025,Silver,254.16
CUST001646,Customer 1646,customer1646@email.com,USA,North,30/03/2026,Gold,560.09
CUST001647,Customer 1647,customer1647@email.com,Japan,South,04/12/2022,Silver,275.89
CUST001648,Customer 1648,customer1648@email.com,USA,North,24/08/2025,Gold,726.62
CUST001649,Customer 1649,customer1649@email.com,Canada,Central,29/10/2024,Silver,811.49
CUST001650,Customer 1650,customer1650@email.com,Germany,West,09/05/2021,Gold,154.08
CUST001651,Customer 1651,customer1651@email.com,Japan,North,25/10/2023,Gold,460.62
CUST001652,Customer 1652,customer1652@email.com,Canada,North,11/09/2021,Platinum,455.54
CUST001653,Customer 1653,customer1653@email.com,Canada,North,15/02/2025,Bronze,330.45
CUST001654,Customer 1654,customer1654@email.com,USA,Central,22/04/2026,Bronze,1450.97
CUST001655,Customer 1655,customer1655@email.com,Canada,South,15/11/2021,Gold,978.7
CUST001656,Customer 1656,customer1656@email.com,France,West,05/10/2021,Platinum,697.36
CUST001657,Customer 1657,customer1657@email.com,UK,East,10/02/2021,Gold,726.45
CUST001658,Customer 1658,customer1658@email.com,Canada,South,18/07/2021,Platinum,409.68
CUST001659,Customer 1659,customer1659@email.com,USA,South,29/08/2024,Platinum,1369.12
CUST001660,Customer 1660,customer1660@email.com,France,Central,30/10/2023,Silver,693.06
CUST001661,Customer 1661,customer1661@email.com,France,East,15/12/2020,Platinum,752.78
CUST001662,Customer 1662,customer1662@email.com,Germany,South,17/01/2024,Platinum,1089.13
CUST001663,Customer 1663,customer1663@email.com,UK,West,23/07/2022,Platinum,260.15
CUST001664,Customer 1664,customer1664@email.com,India,Central,03/08/2024,Gold,922.72
CUST001665,Customer 1665,customer1665@email.com,India,South,01/05/2020,Bronze,208.61
CUST001666,Customer 1666,customer1666@email.com,Canada,North,20/10/2025,Gold,311.82
CUST001667,Customer 1667,customer1667@email.com,Australia,South,13/07/2023,Platinum,304.44
CUST001668,Customer 1668,customer1668@email.com,Australia,North,08/09/2020,Silver,2020.44
CUST001669,Customer 1669,customer1669@email.com,USA,Central,11/06/2026,Gold,1070.84
CUST001670,Customer 1670,customer1670@email.com,Australia,Central,13/09/2024,Gold,703.94
CUST001671,Customer 1671,customer1671@email.com,Japan,North,08/07/2023,Gold,749.25
CUST001672,Customer 1672,customer1672@email.com,UK,West,01/12/2025,Platinum,512.85
CUST001673,Customer 1673,customer1673@email.com,India,East,20/04/2022,Platinum,1569.59
CUST001674,Customer 1674,customer1674@email.com,France,North,19/03/2022,Bronze,442.85
CUST001675,Customer 1675,customer1675@email.com,Japan,West,10/01/2026,Silver,339.44
CUST001676,Customer 1676,customer1676@email.com,France,South,01/11/2025,Bronze,188.99
CUST001677,Customer 1677,customer1677@email.com,France,Central,26/09/2025,Gold,871.37
CUST001678,Customer 1678,customer1678@email.com,USA,North,17/10/2021,Gold,762.96
CUST001679,Customer 1679,customer1679@email.com,France,West,15/09/2022,Bronze,342.54
CUST001680,Customer 1680,customer1680@email.com,Japan,East,02/09/2020,Gold,112.76
CUST001681,Customer 1681,customer1681@email.com,USA,North,22/05/2021,Platinum,1013.17
CUST001682,Customer 1682,customer1682@email.com,USA,West,05/05/2023,Gold,105.74
CUST001683,Customer 1683,customer1683@email.com,Germany,East,25/08/2022,Gold,708.19
CUST001684,Customer 1684,customer1684@email.com,UK,West,11/03/2023,Silver,1857.58
CUST001685,Customer 1685,customer1685@email.com,Japan,Central,07/03/2021,Silver,387.83
CUST001686,Customer 1686,customer1686@email.com,India,North,19/01/2024,Silver,233.92
CUST001687,Customer 1687,customer1687@email.com,Australia,North,09/10/2024,Bronze,710.17
CUST001688,Customer 1688,customer1688@email.com,Australia,South,11/09/2020,Platinum,949.48
CUST001689,Customer 1689,customer1689@email.com,India,North,29/05/2022,Gold,495.3
CUST001690,Customer 1690,customer1690@email.com,Australia,Central,25/11/2025,Platinum,1806.16
CUST001691,Customer 1691,customer1691@email.com,India,West,16/12/2022,Platinum,126.53
CUST001692,Customer 1692,customer1692@email.com,Australia,South,28/06/2025,Silver,451.39
CUST001693,Customer 1693,customer1693@email.com,UK,West,02/09/2025,Platinum,733.73
CUST001694,Customer 1694,customer1694@email.com,Canada,South,13/06/2021,Platinum,1092.58
CUST001695,Customer 1695,customer1695@email.com,USA,South,22/04/2025,Gold,198.77
CUST001696,Customer 1696,customer1696@email.com,Australia,North,01/05/2021,Bronze,904.73
CUST001697,Customer 1697,customer1697@email.com,France,North,22/02/2024,Silver,502.27
CUST001698,Customer 1698,customer1698@email.com,Japan,East,27/04/2021,Gold,352.55
CUST001699,Customer 1699,customer1699@email.com,France,West,27/05/2023,Bronze,170.62
CUST001700,Customer 1700,customer1700@email.com,UK,Central,08/08/2021,Platinum,1102.34
CUST001701,Customer 1701,customer1701@email.com,France,East,18/07/2020,Silver,185.56
CUST001702,Customer 1702,customer1702@email.com,India,North,19/01/2022,Bronze,285.38
CUST001703,Customer 1703,customer1703@email.com,Japan,North,20/02/2026,Bronze,271.28
CUST001704,Customer 1704,customer1704@email.com,India,Central,06/09/2024,Gold,1125.58
CUST001705,Customer 1705,customer1705@email.com,India,East,06/05/2026,Platinum,658.44
CUST001706,Customer 1706,customer1706@email.com,UK,South,30/04/2025,Platinum,896.49
CUST001707,Customer 1707,customer1707@email.com,India,South,16/01/2025,Gold,244.15
CUST001708,Customer 1708,customer1708@email.com,Australia,West,31/12/2020,Silver,590.25
CUST001709,Customer 1709,customer1709@email.com,Japan,Central,07/06/2024,Bronze,524.02
CUST001710,Customer 1710,customer1710@email.com,France,North,19/12/2024,Silver,994.37
CUST001711,Customer 1711,customer1711@email.com,France,Central,11/04/2020,Bronze,1282.69
CUST001712,Customer 1712,customer1712@email.com,Canada,South,10/04/2026,Bronze,106.12
CUST001713,Customer 1713,customer1713@email.com,Germany,West,24/05/2026,Bronze,660.46
CUST001714,Customer 1714,customer1714@email.com,UK,North,07/05/2021,Gold,126.61
CUST001715,Customer 1715,customer1715@email.com,Germany,Central,22/04/2022,Platinum,497.99
CUST001716,Customer 1716,customer1716@email.com,Japan,West,12/12/2020,Bronze,269.58
CUST001717,Customer 1717,customer1717@email.com,USA,East,06/07/2025,Platinum,283.2
CUST001718,Customer 1718,customer1718@email.com,Australia,North,09/01/2022,Gold,317.67
CUST001719,Customer 1719,customer1719@email.com,France,North,13/04/2024,Bronze,585.5
CUST001720,Customer 1720,customer1720@email.com,UK,East,10/02/2021,Silver,303.27
CUST001721,Customer 1721,customer1721@email.com,France,North,18/01/2022,Silver,759.69
CUST001722,Customer 1722,customer1722@email.com,Australia,South,10/06/2023,Bronze,359.2
CUST001723,Customer 1723,customer1723@email.com,Japan,South,21/11/2026,Bronze,135.4
CUST001724,Customer 1724,customer1724@email.com,France,West,27/08/2020,Bronze,865.68
CUST001725,Customer 1725,customer1725@email.com,UK,West,03/08/2023,Gold,268.27
CUST001726,Customer 1726,customer1726@email.com,Australia,North,22/11/2022,Bronze,383.49
CUST001727,Customer 1727,customer1727@email.com,Germany,Central,09/04/2022,Silver,678.3
CUST001728,Customer 1728,customer1728@email.com,Australia,North,12/07/2025,Gold,302.08
CUST001729,Customer 1729,customer1729@email.com,Japan,West,05/09/2020,Platinum,129.12
CUST001730,Customer 1730,customer1730@email.com,India,North,25/09/2020,Platinum,334.14
CUST001731,Customer 1731,customer1731@email.com,USA,East,15/08/2022,Bronze,1545.22
CUST001732,Customer 1732,customer1732@email.com,UK,East,05/10/2022,Platinum,613.24
CUST001733,Customer 1733,customer1733@email.com,Canada,Central,31/12/2024,Silver,656.58
CUST001734,Customer 1734,customer1734@email.com,Japan,Central,06/08/2021,Silver,600.22
CUST001735,Customer 1735,customer1735@email.com,Australia,Central,01/10/2022,Platinum,210.94
CUST001736,Customer 1736,customer1736@email.com,USA,West,20/06/2020,Gold,370.93
CUST001737,Customer 1737,customer1737@email.com,USA,North,16/11/2021,Platinum,795.03
CUST001738,Customer 1738,customer1738@email.com,France,West,24/01/2023,Gold,153.44
CUST001739,Customer 1739,customer1739@email.com,France,North,21/05/2022,Silver,262.76
CUST001740,Customer 1740,customer1740@email.com,Canada,East,27/12/2025,Bronze,261.7
CUST001741,Customer 1741,customer1741@email.com,Canada,South,07/06/2024,Gold,382.83
CUST001742,Customer 1742,customer1742@email.com,Germany,Central,04/11/2024,Gold,2065.32
CUST001743,Customer 1743,customer1743@email.com,France,West,04/11/2023,Gold,134.94
CUST001744,Customer 1744,customer1744@email.com,Japan,East,04/10/2022,Silver,465.63
CUST001745,Customer 1745,customer1745@email.com,Japan,North,26/02/2025,Silver,198.84
CUST001746,Customer 1746,customer1746@email.com,India,North,09/01/2020,Bronze,1864.68
CUST001747,Customer 1747,customer1747@email.com,Australia,Central,11/12/2021,Platinum,160.13
CUST001748,Customer 1748,customer1748@email.com,Canada,North,27/05/2024,Bronze,358.42
CUST001749,Customer 1749,customer1749@email.com,Canada,East,28/12/2024,Platinum,769.49
CUST001750,Customer 1750,customer1750@email.com,Japan,West,28/09/2026,Silver,709.64
CUST001751,Customer 1751,customer1751@email.com,Canada,West,04/02/2020,Gold,374.72
CUST001752,Customer 1752,customer1752@email.com,India,North,01/03/2022,Silver,312.72
CUST001753,Customer 1753,customer1753@email.com,France,East,22/03/2020,Silver,353.43
CUST001754,Customer 1754,customer1754@email.com,France,South,03/01/2021,Silver,253.45
CUST001755,Customer 1755,customer1755@email.com,Japan,North,15/07/2025,Gold,214.92
CUST001756,Customer 1756,customer1756@email.com,Germany,North,11/07/2025,Silver,429.89
CUST001757,Customer 1757,customer1757@email.com,Canada,East,10/06/2024,Platinum,256.35
CUST001758,Customer 1758,customer1758@email.com,Germany,Central,29/11/2021,Silver,269.46
CUST001759,Customer 1759,customer1759@email.com,UK,North,24/09/2020,Silver,634.66
CUST001760,Customer 1760,customer1760@email.com,Germany,Central,29/11/2022,Gold,1829.48
CUST001761,Customer 1761,customer1761@email.com,USA,Central,24/02/2022,Gold,562.71
CUST001762,Customer 1762,customer1762@email.com,India,North,13/04/2026,Platinum,140.05
CUST001763,Customer 1763,customer1763@email.com,Japan,West,31/07/2020,Platinum,139.3
CUST001764,Customer 1764,customer1764@email.com,Canada,Central,27/01/2023,Platinum,1612.3
CUST001765,Customer 1765,customer1765@email.com,Japan,Central,22/07/2025,Bronze,276.41
CUST001766,Customer 1766,customer1766@email.com,USA,East,08/07/2022,Platinum,148.29
CUST001767,Customer 1767,customer1767@email.com,India,East,20/12/2025,Bronze,556.95
CUST001768,Customer 1768,customer1768@email.com,Germany,East,24/05/2024,Bronze,588.62
CUST001769,Customer 1769,customer1769@email.com,USA,South,31/05/2026,Platinum,622.78
CUST001770,Customer 1770,customer1770@email.com,Germany,South,31/10/2020,Silver,255.58
CUST001771,Customer 1771,customer1771@email.com,France,North,10/09/2023,Bronze,107.61
CUST001772,Customer 1772,customer1772@email.com,India,West,24/04/2020,Bronze,1776.42
CUST001773,Customer 1773,customer1773@email.com,Japan,East,24/08/2026,Silver,244.44
CUST001774,Customer 1774,customer1774@email.com,India,South,17/03/2021,Gold,663.55
CUST001775,Customer 1775,customer1775@email.com,Japan,Central,10/08/2020,Silver,713.16
CUST001776,Customer 1776,customer1776@email.com,India,North,25/10/2020,Platinum,570.81
CUST001777,Customer 1777,customer1777@email.com,Canada,North,29/06/2026,Bronze,287.64
CUST001778,Customer 1778,customer1778@email.com,Australia,East,16/05/2020,Bronze,258.11
CUST001779,Customer 1779,customer1779@email.com,USA,West,06/06/2021,Bronze,555.24
CUST001780,Customer 1780,customer1780@email.com,Australia,North,19/05/2023,Bronze,1105.31
CUST001781,Customer 1781,customer1781@email.com,USA,East,16/08/2020,Platinum,1566.23
CUST001782,Customer 1782,customer1782@email.com,Canada,Central,03/07/2024,Platinum,155.97
CUST001783,Customer 1783,customer1783@email.com,USA,West,12/08/2022,Platinum,184.11
CUST001784,Customer 1784,customer1784@email.com,Australia,Central,16/03/2025,Bronze,1547.82
CUST001785,Customer 1785,customer1785@email.com,USA,West,23/10/2023,Gold,766.92
CUST001786,Customer 1786,customer1786@email.com,Germany,North,04/08/2026,Bronze,1172.76
CUST001787,Customer 1787,customer1787@email.com,Canada,Central,20/02/2020,Silver,213.22
CUST001788,Customer 1788,customer1788@email.com,UK,Central,05/06/2026,Gold,542.86
CUST001789,Customer 1789,customer1789@email.com,Australia,West,26/12/2023,Platinum,703.89
CUST001790,Customer 1790,customer1790@email.com,Germany,South,31/01/2022,Bronze,669.89
CUST001791,Customer 1791,customer1791@email.com,UK,East,04/09/2020,Platinum,362.25
CUST001792,Customer 1792,customer1792@email.com,Japan,East,02/10/2025,Silver,107.76
CUST001793,Customer 1793,customer1793@email.com,India,East,26/08/2021,Gold,537.25
CUST001794,Customer 1794,customer1794@email.com,Japan,North,07/04/2023,Silver,245.91
CUST001795,Customer 1795,customer1795@email.com,Germany,Central,22/08/2020,Bronze,399.15
CUST001796,Customer 1796,customer1796@email.com,Japan,South,24/09/2024,Silver,1680.08
CUST001797,Customer 1797,customer1797@email.com,Canada,East,04/04/2022,Silver,354.61
CUST001798,Customer 1798,customer1798@email.com,India,Central,02/05/2025,Gold,1015.67
CUST001799,Customer 1799,customer1799@email.com,Japan,Central,27/06/2026,Gold,204.46
CUST001800,Customer 1800,customer1800@email.com,Japan,South,10/09/2024,Bronze,658.07
CUST001801,Customer 1801,customer1801@email.com,USA,West,03/02/2025,Silver,1986.28
CUST001802,Customer 1802,customer1802@email.com,Germany,South,16/01/2020,Platinum,153.73
CUST001803,Customer 1803,customer1803@email.com,Germany,South,30/12/2026,Platinum,104.18
CUST001804,Customer 1804,customer1804@email.com,Australia,South,19/09/2023,Platinum,384.21
CUST001805,Customer 1805,customer1805@email.com,USA,East,24/01/2022,Bronze,148.6
CUST001806,Customer 1806,customer1806@email.com,Japan,North,29/10/2020,Bronze,789.93
CUST001807,Customer 1807,customer1807@email.com,France,West,06/08/2021,Silver,1329.9
CUST001808,Customer 1808,customer1808@email.com,Japan,North,26/07/2026,Bronze,384.6
CUST001809,Customer 1809,customer1809@email.com,Germany,East,26/03/2022,Silver,249.68
CUST001810,Customer 1810,customer1810@email.com,France,South,15/06/2022,Gold,384.94
CUST001811,Customer 1811,customer1811@email.com,Germany,South,21/03/2026,Silver,742.68
CUST001812,Customer 1812,customer1812@email.com,UK,East,29/03/2020,Bronze,104.55
